anthracene,-10.480000,-8.311212,-5.491537,-2.819675
butan_1_ol,-6.350000,-7.550456,-6.233395,-1.317061
ethanol,-4.980000,-7.489435,-6.981795,-0.507640
n_octane,-4.300000,-2.882787,-0.055121,-2.827665
p_xylene,-5.080000,-4.381240,-2.426357,-1.954882
toluene,-4.340000,-4.110656,-2.555127,-1.555529
methanol,-4.610000,-7.288597,-7.280607,-0.007990
cyclohexane,-3.470000,-1.575826,-0.039161,-1.536665
ethane,-0.590000,-0.447511,-0.018823,-0.428688
Li,-125.478000,-126.144797,-128.007129,1.862332
Na,-99.426000,-97.503046,-99.257800,1.754754
K,-81.740000,-81.174108,-82.795455,1.621347
Rb,-76.243000,-77.111311,-78.683030,1.571718
Cs,-70.985000,-71.768524,-73.259580,1.491056
Cl,-69.551000,-67.002937,-68.180654,1.177717
Br,-63.815000,-64.260374,-65.375009,1.114636
I,-56.405000,-58.174581,-59.110311,0.935730
anthracene,-10.480000,-8.311212,-5.491537,-2.819675
butan_1_ol,-6.350000,-7.550456,-6.233395,-1.317061
ethanol,-4.980000,-7.489435,-6.981795,-0.507640
n_octane,-4.300000,-2.882787,-0.055121,-2.827665
p_xylene,-5.080000,-4.381240,-2.426357,-1.954882
toluene,-4.340000,-4.110656,-2.555127,-1.555529
methanol,-4.610000,-7.288597,-7.280607,-0.007990
cyclohexane,-3.470000,-1.575826,-0.039161,-1.536665
ethane,-0.590000,-0.447511,-0.018823,-0.428688
Li,-125.478000,-126.144797,-128.007129,1.862332
Na,-99.426000,-97.503046,-99.257800,1.754754
K,-81.740000,-81.174108,-82.795455,1.621347
Rb,-76.243000,-77.111311,-78.683030,1.571718
Cs,-70.985000,-71.768524,-73.259580,1.491056
Cl,-69.551000,-67.002937,-68.180654,1.177717
Br,-63.815000,-64.260374,-65.375009,1.114636
I,-56.405000,-58.174581,-59.110311,0.935730
14_dichlorobenzene,-5.780000,-4.107789,-2.125788,-1.982002
2_naphthol,-10.140000,-12.672002,-10.242927,-2.429076
222_trifluoroethanol,-5.720000,-9.816663,-8.790161,-1.026502
4_nitroaniline,-13.210000,-12.680742,-10.653760,-2.026982
acetonitrile,-4.020000,-4.859898,-4.263003,-0.596895
acetophenone,-6.920000,-9.630713,-7.422224,-2.208489
aniline,-7.480000,-9.895399,-8.321273,-1.574126
anisole,-5.620000,-6.519517,-4.553623,-1.965895
anthracene,-10.480000,-8.903407,-5.696273,-3.207134
benzamide,-10.090000,-15.080996,-13.136212,-1.944784
benzene,-3.760000,-4.166455,-2.756607,-1.409848
benzyl_alcohol,-7.540000,-9.814954,-7.882131,-1.932823
biphenyl,-7.870000,-7.469379,-4.376010,-3.093369
Br,-63.820000,-64.260350,-65.304570,1.044220
butan_1_ol,-6.350000,-7.812353,-6.228920,-1.583433
butanone,-4.550000,-7.280541,-5.802265,-1.478276
chlorobenzene,-5.110000,-4.192352,-2.496025,-1.696327
Cl,-69.550000,-66.828567,-67.940951,1.112384
Cs,-70.990000,-73.070124,-74.521097,1.450974
cyclohexane,-3.470000,-1.861634,-0.040900,-1.820734
dichloromethane,-3.420000,-2.701333,-2.025541,-0.675793
diethyl_ether,-3.100000,-4.442943,-2.660298,-1.782645
diethylamine,-5.090000,-6.040843,-4.235503,-1.805340
dimethylamine,-3.500000,-6.509747,-5.758886,-0.750862
ethane,-0.590000,-0.643081,-0.019610,-0.623471
ethanol,-4.980000,-7.650633,-6.941847,-0.708786
I,-56.410000,-58.251787,-59.102684,0.850897
iodobenzene,-6.150000,-4.517821,-2.634956,-1.882865
iodoethane,-3.590000,-3.546392,-2.471820,-1.074572
iodomethane,-3.200000,-3.130517,-2.554482,-0.576035
K,-81.740000,-82.447640,-84.039405,1.591765
Li,-125.480000,-125.801832,-127.654001,1.852169
m_cresol,-6.600000,-9.784141,-7.824584,-1.959557
methanol,-4.610000,-7.407615,-7.238743,-0.168872
methyl_acetate,-3.800000,-8.014500,-6.737732,-1.276767
n_butane,-1.740000,-1.520953,-0.032445,-1.488508
n_butyl_acetate,-5.440000,-8.862419,-6.169982,-2.692438
n_heptane,-3.350000,-2.837956,-0.050910,-2.787046
